 1  0.  0.
 2  0.  0.
 3  0.  0.
 4  0.  0.
 5  0.  0.
 6  0.  0.
 7  0.  0.
 8  0.  0.
 9  0.  0.
 10  0.  0.
 11  10.  0.
 12  74.  1.
 13  375.  8.
 14  1150.  47.
 15  2575.  58.
 16  4152.  110.
 17  5354.  164.
 18  6404.  234.
 19  6919.  262.
 20  7199.  376.
 21  7311.  440.
 22  7370.  475.
 23  7226.  545.
 24  7203.  643.
 25  7044.  696.
 26  6919.  727.
 27  6820.  838.
 28  6476.  839.
 29  6370.  913.
 30  6245.  970.
 31  6081.  1068.
 32  5974.  1095.
 33  5661.  1097.
 34  5657.  1131.
 35  5492.  1176.
 36  5248.  1211.
 37  5075.  1242.
 38  5007.  1352.
 39  4868.  1345.
 40  4764.  1341.
 41  4516.  1381.
 42  4398.  1358.
 43  4264.  1395.
 44  4253.  1412.
 45  4098.  1353.
 46  3937.  1441.
 47  3805.  1386.
 48  3937.  1392.
 49  3658.  1398.
 50  3576.  1498.
 51  3424.  1430.
 52  3364.  1405.
 53  3171.  1301.
 54  3185.  1405.
 55  2997.  1377.
 56  2973.  1307.
 57  2863.  1325.
 58  2840.  1256.
 59  2695.  1277.
 60  2719.  1241.
 61  2694.  1219.
 62  2569.  1222.
 63  2537.  1180.
 64  2453.  1229.
 65  2333.  1163.
 66  2328.  1125.
 67  2316.  1122.
 68  2238.  1084.
 69  2155.  1107.
 70  2188.  1042.
 71  2090.  1009.
 72  1996.  1006.
 73  1988.  951.
 74  1891.  981.
 75  1898.  930.
 76  1804.  854.
 77  1786.  874.
 78  1790.  860.
 79  1723.  831.
 80  1753.  851.
 81  1624.  783.
 82  1582.  792.
 83  1622.  760.
 84  1478.  748.
 85  1513.  742.
 86  1508.  761.
 87  1533.  730.
 88  1499.  637.
 89  1462.  684.
 90  1389.  660.
 91  1349.  631.
 92  1298.  608.
 93  1234.  623.
 94  1269.  590.
 95  1221.  607.
 96  1247.  534.
 97  1258.  559.
 98  1160.  519.
 99  1176.  492.
 100  1120.  540.
 101  1103.  535.
 102  1067.  489.
 103  1054.  477.
 104  1030.  487.
 105  1015.  410.
 106  948.  451.
 107  1034.  406.
 108  966.  390.
 109  1012.  370.
 110  916.  360.
 111  946.  383.
 112  907.  357.
 113  894.  345.
 114  923.  336.
 115  846.  396.
 116  859.  331.
 117  829.  302.
 118  802.  283.
 119  761.  301.
 120  771.  301.
 121  768.  272.
 122  744.  265.
 123  783.  246.
 124  728.  271.
 125  717.  247.
 126  711.  248.
 127  724.  256.
 128  704.  222.
 129  647.  229.
 130  646.  216.
 131  694.  214.
 132  626.  199.
 133  612.  193.
 134  588.  169.
 135  607.  195.
 136  629.  193.
 137  596.  195.
 138  560.  199.
 139  578.  174.
 140  549.  149.
 141  563.  176.
 142  541.  160.
 143  575.  167.
 144  530.  162.
 145  532.  148.
 146  565.  119.
 147  502.  119.
 148  516.  114.
 149  542.  145.
 150  502.  126.
