 1  0.  0.
 2  0.  0.
 3  0.  0.
 4  0.  0.
 5  0.  0.
 6  0.  0.
 7  0.  0.
 8  0.  0.
 9  0.  0.
 10  0.  0.
 11  7.  1.
 12  81.  1.
 13  350.  5.
 14  1168.  30.
 15  2667.  57.
 16  4113.  103.
 17  5539.  153.
 18  6482.  223.
 19  7052.  287.
 20  7296.  336.
 21  7393.  399.
 22  7228.  497.
 23  7139.  583.
 24  7202.  629.
 25  7058.  709.
 26  6971.  756.
 27  6736.  834.
 28  6564.  865.
 29  6477.  947.
 30  6235.  949.
 31  6216.  1016.
 32  5918.  1062.
 33  5768.  1179.
 34  5538.  1161.
 35  5428.  1219.
 36  5313.  1217.
 37  5094.  1296.
 38  5010.  1326.
 39  4904.  1327.
 40  4740.  1336.
 41  4514.  1419.
 42  4435.  1435.
 43  4170.  1467.
 44  4117.  1393.
 45  4101.  1411.
 46  3954.  1421.
 47  3797.  1417.
 48  3702.  1390.
 49  3730.  1400.
 50  3515.  1371.
 51  3437.  1407.
 52  3327.  1368.
 53  3327.  1351.
 54  3090.  1385.
 55  3094.  1259.
 56  3046.  1352.
 57  2902.  1313.
 58  2921.  1276.
 59  2836.  1271.
 60  2728.  1265.
 61  2689.  1238.
 62  2631.  1276.
 63  2608.  1135.
 64  2509.  1215.
 65  2386.  1139.
 66  2322.  1201.
 67  2273.  1126.
 68  2274.  1128.
 69  2198.  1098.
 70  2231.  1058.
 71  2102.  1039.
 72  1993.  982.
 73  1938.  1024.
 74  1849.  972.
 75  1857.  922.
 76  1762.  937.
 77  1817.  978.
 78  1806.  903.
 79  1665.  873.
 80  1695.  850.
 81  1696.  842.
 82  1665.  783.
 83  1597.  758.
 84  1490.  772.
 85  1460.  784.
 86  1527.  730.
 87  1467.  707.
 88  1429.  712.
 89  1443.  658.
 90  1344.  664.
 91  1359.  605.
 92  1297.  664.
 93  1323.  656.
 94  1269.  603.
 95  1311.  524.
 96  1232.  582.
 97  1206.  510.
 98  1177.  508.
 99  1168.  530.
 100  1054.  545.
 101  1123.  513.
 102  1089.  487.
 103  1100.  460.
 104  1024.  491.
 105  959.  437.
 106  1008.  456.
 107  972.  410.
 108  953.  414.
 109  951.  403.
 110  962.  391.
 111  919.  354.
 112  859.  334.
 113  889.  354.
 114  858.  350.
 115  885.  350.
 116  841.  345.
 117  868.  327.
 118  833.  318.
 119  799.  324.
 120  794.  299.
 121  811.  289.
 122  768.  275.
 123  746.  261.
 124  716.  298.
 125  699.  266.
 126  717.  241.
 127  692.  230.
 128  702.  236.
 129  667.  216.
 130  709.  206.
 131  704.  216.
 132  670.  203.
 133  611.  193.
 134  599.  187.
 135  617.  166.
 136  592.  176.
 137  612.  182.
 138  584.  158.
 139  577.  177.
 140  564.  174.
 141  516.  153.
 142  587.  178.
 143  519.  143.
 144  564.  139.
 145  549.  127.
 146  530.  138.
 147  512.  131.
 148  505.  124.
 149  515.  129.
 150  464.  119.
